v1_token,v2_tier,original_staker,attack_tx
1421,10027,0x7b0ad03877e2311cd0feb6d8dcfb4574e2915b8d,0x6ac49c76f2db38856e2667b589f90bdd9e9280e3bcdbb681316e76cb9c0b9c12
1509,10013,0x7b719abbed877e884533591987089c28ec0c72fb,0x6b3aca95fea4f568a9d9fedf49936f9ae3b7474ea2ffd0d85ac04c208f9c497a
1987,10015,0x7c694d359ab799b8f68af034ee0f6acc783f79e1,0x9a645daf0902faf3d80f465524a4ea7509b2735aa860591c285e623f2c3189b9
1513,10017,0x7d00815e79b56422e384a2851bb3b4b48ccd01e2,0x33f0694b17a4e73bba3fb167a3cacb5bf8edce11dabbcc83548e6c2b8c8b8d54
1463,10001,0x7d501ac2f75b01e132e667f124be8acf1ce546d4,0x97d00442d4e2ad77da3f695b8997cc1d0006ac84accf2dc1f40ccfab108b0063
1464,10002,0x7d501ac2f75b01e132e667f124be8acf1ce546d4,0xa9e6073813e152d0e0b12b4349d97e7ce5fc7d2cc8aacd86edab7c84e10bf8d2
1465,10003,0x7d501ac2f75b01e132e667f124be8acf1ce546d4,0x6769c5b70adb682f1b12299193c54daf38f77810e05d7511197d94190e554cde
1604,10006,0x81168c14e5a89f60b30e9a7f82a229406a64369d,0xee7a907058bf3e1a2b3e0f5e9606fc938c615df8c8decfdc084da5a7c72b19f9
1605,20005,0x81168c14e5a89f60b30e9a7f82a229406a64369d,0xe603fc105635ccbf010b3293c5c58cf04dcf15ad478b7d2087e6bcd41d2877d9
1853,10017,0x81ae7d3b3101d6f31964d3d7b4c9d2ccc1374892,0xb4e4700edd7eae7b9d872c30bee470147f66bb490dcc5d41f308999b8094407c
1519,10023,0x852464cfa3530ee25f6e3ac0366d1b486aa4eff9,0x049b9beee207b50e8e7c0ef91ecfa73f07f96511cf362d17228cc09a624c3ccf
1641,10009,0x8659e3b0bd269b6e5b712acfb70caf579b25591b,0x0829f8ffa285008b1f9927fe2e035922e60dee1045d57edfd3bc1155f3747a38
1402,10008,0x883f4bf1cd53692bb602bfb580d4b1504539dfb8,0x67bf092886672136582e1fdb6b8acc545dc5e11094b0a8a2bac2988aaa8c5ff5
1953,10015,0x88f516c04969f470888473458b5e09342da08b7a,0xac6a557eb466837b86c7ab4b2a67acf935e67810e08f66ff43b2159291140f2d
1792,10024,0x8dc4310f20d59ba458b76a62141697717f93fa41,0x12816a4288ff4879d54b6705e019ee96b041799acae16ac7ccfd03f44a8d402e
1448,10020,0x8e4e9de7eb20a9dcf2ae387df2ab59f79bb6ebfb,0x2429c3210477f0ef80efe4714bf2d62e56a2e604b14bc7e859e3466be792b1c5
1449,10021,0x8e4e9de7eb20a9dcf2ae387df2ab59f79bb6ebfb,0x1c1a7896de2549c59dae715b49e6e36ab05d1550ab0218183478688b784b474a
1450,10022,0x8e4e9de7eb20a9dcf2ae387df2ab59f79bb6ebfb,0x4ed08e8e59675fbe34d2f4573920cdef3d37c62bef15e024e8bb3663ec9792bc
1451,10023,0x8e4e9de7eb20a9dcf2ae387df2ab59f79bb6ebfb,0x720e6f5e91724bf8c3e5345a7467222db3227d519c190b4c3454257216c2c792
1452,10024,0x8e4e9de7eb20a9dcf2ae387df2ab59f79bb6ebfb,0x1e92bf4c547c33ea5ffc33f2740a18b78b348b6798f02a3617e685f2d044f2ee
1682,10016,0x8e9b650b79bd28f324f5b26d6ddba594eb237cdf,0x1798f570fe27e24516c06253ea5988287007214a67179e277449797232afbeeb
1352,10026,0x8e9b650b79bd28f324f5b26d6ddba594eb237cdf,0xcc436bf75413c16fbabc1b54e0fd788faba4c6b5e11a7ebd6d36f10069f5279a
1353,10027,0x8e9b650b79bd28f324f5b26d6ddba594eb237cdf,0xd56fa621857b5a9f68f6fc41df69e83c578288a88c623256f8ad07b7771ba90a
1390,30010,0x90828e4504971670604834eab1702d1abcf3a376,0x15ce46a9856949244faa7e3675aa2fc140441540e1ef9272aef63be78b48691d
2130,10022,0x90abcf1598ed3077861bcfb3b11efcd1d7277223,0x81c5b240b82a5044a4df65b922d5b6f1fb792d63890131aaa64fde631022c8f0
2131,10023,0x90abcf1598ed3077861bcfb3b11efcd1d7277223,0xcf110819b1a05a4487e9a4a1f5ed19eb472711c85777eb582f9284dcf66af2db
1821,10019,0x94386491b7d1506ea9d29d4545f619db0e697986,0xe314a0bf3b5bb861b79e19d11965c122c6cd3893860c5c9554e867ba80597279
1984,10012,0x97203b7c4699230dedce5841966930b13ba3ec92,0xb205dbbf1d41d48dc17c57c2600f89321060d5c17a019a56558e1acb3ecf7ac0
1658,30002,0x97944e369a1af4040816f157134edca8e9f82ecd,0xb00a0197324c63c3c11a5e4eea000616cd2fe20ecc7c132b5dfe8dd592d5822e
1400,40000,0x99f7ee5fdce389ea6de36334d1d3471a28b7e77d,0xc3f63372c9359ce04ee946e42a723f2364dd82f481dc260b64bd4d758caf2f1f
1518,10022,0x9a568bfeb8cb19e4bafcb57ee69498d57d9591ca,0x72de5e5c8d6c2a58438a74441af874e7f5903c7b8f436a9e5566da7fc4b6de10
2041,10001,0x9d0282c49f309550691dd9d230613815f8245671,0x93f0d3db83f80f1fb019a270fd52315483d643ea3ac5e0447a55b260feeab767
1963,10025,0x9d387ab7ff693c1c26c59c3a912678b58368e9e5,0xcadb1fae1146f53a0dbce5c751840975a3639ee48d417ae7b81da362ac847f73
1866,10030,0x9dc9d9d428cd616a292a913ceb31557b6f2882c7,0xabe2c0b0e1e1beeb76290b498f28c39bedd3e169032a7a0fbffa09f08db3e767
1867,20011,0x9dc9d9d428cd616a292a913ceb31557b6f2882c7,0x7fabe3319a3ab08f4c0ed11fd8c646f444b1f4b9d37c52591e9d98c575a890af
1881,10011,0xa14964479ebf9cd336011ad80652b08cd83dfe3a,0x52dfc764844e1db1dcc7f3874e3377ba1603f061d17405efda95ee663f370760
1882,10012,0xa14964479ebf9cd336011ad80652b08cd83dfe3a,0xf2f36c4611a125a95a98d1f93d247c34b98c58ee95bc34c62a52fac7ea8e266a
1883,10013,0xa14964479ebf9cd336011ad80652b08cd83dfe3a,0x74dba783a305e3262e05f377258caeb67db21013e807d2ac96df603b245943c7
1884,10014,0xa14964479ebf9cd336011ad80652b08cd83dfe3a,0x5a95b3f923d00c2c65be4aebebb0468552c587316aaae4a70fa0cb826da8b903
1885,10015,0xa14964479ebf9cd336011ad80652b08cd83dfe3a,0x07491f5c80198fae01b6511cc035ed4595cb7c15e4b64a7583a2d5982b3c808f
1886,10016,0xa14964479ebf9cd336011ad80652b08cd83dfe3a,0x7e6ba53455004538ec1600a2d056cfd8a5470060cbdcf8af9fc0b61b940f343f
1887,10017,0xa14964479ebf9cd336011ad80652b08cd83dfe3a,0x78d128bda352c37605dfd055f1b3951e7ef0d033d9e1cdf52b8425f95e3c1a35
1888,10018,0xa14964479ebf9cd336011ad80652b08cd83dfe3a,0x1873f6a2deac4c6eecb61fe256f6a6c5be3af880d7f86be435c249c54fcef070
1889,10019,0xa14964479ebf9cd336011ad80652b08cd83dfe3a,0xef22b7c88e20fbea162c1e74beee7b8de1dcd35a4965629dfc393ea26eee8870
1890,10020,0xa14964479ebf9cd336011ad80652b08cd83dfe3a,0x839401e91da4b109945a675adb0653673c339636eb96a5c3f0f7a979bf885d1d
1891,10021,0xa14964479ebf9cd336011ad80652b08cd83dfe3a,0x60c49e33afebe115ed079dfaec005e2851d0145f6738397f40e121f286d7cadb
1892,10022,0xa14964479ebf9cd336011ad80652b08cd83dfe3a,0x54cbc2282c865456e187ee4c9752897cdaf6196dbd10cb1607e95617ef6a38c8
1893,10023,0xa14964479ebf9cd336011ad80652b08cd83dfe3a,0x14d428e4dfda64184a826339a3f6a04a2288f99b9d8c3f2230ab9f9faa028a65
1894,30031,0xa14964479ebf9cd336011ad80652b08cd83dfe3a,0xbde583bd4165a5fc42f70a971372d99ba07db0852ff2d01dd0c0f081246fa639
1895,30032,0xa14964479ebf9cd336011ad80652b08cd83dfe3a,0x0adfb38efe330eb58a908d0fbb480eb4f373ec8f3deb360866352a8128e951db
1438,40000,0xa4fdc2103b412cc142bd7715dabab06f08ef842b,0xb13415212a5bb9a4310a6c8c7aaa88c6e66fd78c502f6c126ff2fd7683e24ce8
1447,10019,0xa5d40a9a0041f07e98cc1c2ad8bc4e6a82c7d792,0x8c80cf757268d9805440a7cc9eb48b2f8cfcd2e78c73829e7724b7a526885830
916,40000,0xa7d7ac8fe7e8693b5599c69cc7d4f6226677845b,0x50bfca6d36d0ea0ea4c90c939aea8590f20e6b9d901e1de92833eac453b940ad
1699,30043,0xa92be7f728ef585851212b1ceb318b8a2fbacc96,0xe8a08a575a368fcea4f698f32031d2466f999656176d2efd69a195dbc560db06
1815,10013,0xa99e5d5aec0f681f3a2b1dd75e817a31f9b24a0a,0x214528b869ec88741206757ac70fe805904a31487b3dc982b2a730bdd4c60056
1619,10021,0xaa0905af0276de5ded9d425a8d4013b861c661a1,0x60d9101cf710f3686ac4ea8e53fb3476cf08cc7e9498b2345085288ddc5f4599
1654,10022,0xaaac34d30d6938787c653aafb922bc20bfa9c512,0xd4c5fd3617fd5330a13be7814171573f1d52d1b83d784d6e8fba99e59d7cb378
939,10021,0xad4489f64a8be791294116d3e99d2721c7f0a72a,0x9f4845ba1d8cff4707190601f5ba323b8795d9c8c4451176a16ad456d6140fd6
2024,10018,0xae6eca6b0836e37d270722ba81bb2ecacb674b08,0xd433f13122fd7bfd58425137c79a7833e0e2742156d710baac3fcf91d38d2a24
1683,10017,0xae72eef2a981dffd9d5964dd0eb669e10ae10957,0x0acf70f9c38301009d48bf304e0395e9bbcc1a5173e441c035c35aca5a627c67
1684,10018,0xae72eef2a981dffd9d5964dd0eb669e10ae10957,0x3bb1d1bdcd9f6eda1fc83c5d5548e39023033a2d07e8482ae83d409b1d85e51b
1685,10019,0xae72eef2a981dffd9d5964dd0eb669e10ae10957,0xcf51d01a272427aa4cf315aa958d7520fb3e3d91e4ccad6e4b4c236571fd22e3
1713,10013,0xb2df747c5d1bdadd6f7e581ade3ad193d6a296f2,0xf753b8924f20b466d516b22cbfb5e19ab5c9f69fa7478998a472b5b1473a6bcc
1626,10028,0xb6605f98a5562b1ac821bc5f2b75934239e8c6d6,0xf1a3cbd0dd56f079c5ff7d7d3c3df7609d999bee348c8548e14fdea386a75ea0
1627,10029,0xb6605f98a5562b1ac821bc5f2b75934239e8c6d6,0x7c740cc637a68d714a2dc4f7bfcc3ac3b2c2f58d43f520e0216e36965ff64b2a
1628,20028,0xb6605f98a5562b1ac821bc5f2b75934239e8c6d6,0x51d5dab7d16c48662d27734b07112787e62bcc1983c59b39bf35227ee35fac75
1629,20029,0xb6605f98a5562b1ac821bc5f2b75934239e8c6d6,0x11f147fb9a87a2d49f62f3f7fb21e54abc849c0668242f315ab2d290aaeecee1
2030,10024,0xb730d3908b9b83ac4d876ae5c70aa9804f39694a,0x95916429baa342eb5a7117f044cbb591814c92710a6cf894e03462d2bbdb48d1
1831,10029,0xb78afc3695870310e7c337afba7925308c1d946f,0xcfb4f145b6243b27e4c5413b3946226b752e89614284754b265909e983d484ab
1832,10030,0xb78afc3695870310e7c337afba7925308c1d946f,0xe5a54850c49ad23f08b19bc428e2e8238954802530b356ded23ff97a33817fa6
1833,10031,0xb78afc3695870310e7c337afba7925308c1d946f,0x811bd2f09acc0526b379fe2027fc64f1e28c4feaacc04014c5351a076702f9d2
1669,10003,0xb80a3488bd3f1c5a2d6fce9b095707ec62172fb5,0x235c8326e790ee6092bfc0abb23453c86a2d88f7427ec5beec43c7003f492e57
1368,10008,0xb820055165e6e269fc75f2e451bc3cfedb466ae5,0x8dbec5cc6b583f0e727a085705e74e18bd6f82dc1d9442e8bbcb24e951f836b6
1523,10027,0xb96dc6749fb274def23a56016e426c03a32c1214,0xc80cd5998eb97ddd339f0237cac8edc95a7e8d1b5b31267f5f4f9daae8ed6f7a
1415,10021,0xb989c3717405569398750983ad5934308759287e,0xc9db5d34271880938b96612fe1742df9b39070b031d8ec852e5f960a97685fb6
1416,20008,0xb989c3717405569398750983ad5934308759287e,0x17cbedbb7812cc093a9d8b7c2547ac6916fd8146bdb095b2d955490638cc0647
1417,30037,0xb989c3717405569398750983ad5934308759287e,0xb7afeaec6f610f1fa8271bb5bae75a03ad7e9bdbce5ac13425eaad0d4897133f
1546,10016,0xbccf9f2b76c7e2460d0acb9763ae8b779675e568,0xf5ffa44a8f159b4a7b64ce2c45f89f97d17b613992083250947a86a563501e4b
1827,10025,0xbfa62bafbe913971f9bd35ecf4c0f2ac2d7bd2dd,0x542f0aad63a789068f4b032ce17d4555460ebd012633f4059f120153ea4fcc98
2099,10025,0xc54bd1f466f2f4f36de59f4024e86885386d6f1b,0x1372ac1a5e0a30c8b356d17e245815b949c5361ed3275a99aede9daf74d3d2ef
1701,20037,0xc54bd1f466f2f4f36de59f4024e86885386d6f1b,0x4fca072b2f94209cbd1b94c378dfa813ffb4738b77f3414098b51c8406ca360e
2084,10010,0xc77fa6c05b4e472feee7c0f9b20e70c5bf33a99b,0x6af436ccdf047cb0f8a4f706633ea76c7291075f7857c8a610edcff84722a743
1601,10003,0xc923dd451dfb1fc6a4608982c6c077414da06a4d,0x827b87700838e64d6e1cf9ff142476dd2ec479d366b9bb831d0f5ac9b606de8c
1602,10004,0xc923dd451dfb1fc6a4608982c6c077414da06a4d,0x26517f0cf6e95ec7f2883c3497622b5db91867584db9b0f63fdac0ef22242432
1603,10005,0xc923dd451dfb1fc6a4608982c6c077414da06a4d,0xd2f81fbaeed3235f85249914d87f9ddabf2a3f840cbe3003d5b42f25108bd522
929,20033,0xcaa16004955f05599c7cf215aa271a4f3544d6d2,0x8dbcaef24b2f809c0286325ad8e6aae6ffecb4d934e1c3d6aad63931510a598b
1504,10008,0xcb28061e2153ca181830d3864646b4473f4125d6,0xc6818c99973336f23eb9c93db46e6edc81118b97c7638dd057d945649a6391d4
1394,10000,0xcc202930867769a83b61cf5053b65d1845e76aea,0x10ebbbac3943979c80451fc03415aa5bbb385986657c1dd0f2157e7e1f257ff2
1800,10032,0xcc202930867769a83b61cf5053b65d1845e76aea,0x9a32b6f8f378ddc239db63cffd8237f409583e8f01a65c9bf9b98deccca75884
1801,10033,0xcc202930867769a83b61cf5053b65d1845e76aea,0x8ba43acd8b2968bb2405d240bd75c8dd0f9dd74fc969377ee253ae3290bf6491
1808,20016,0xcc8bd74382cd27c8fa9ea2b4281592cdb2042cb0,0x7aa9076628a5bcf426336f0e0ba6fea23acb6dbaace16a8d94da6f28d0951f0b
2119,10011,0xccd9c5465fac5c0df86fd9b7d524a5949defcef6,0xa30c863b1aaa02b92ce7af306040903ca1213106d4de7ac397779c75ca6e29e1
2135,10027,0xced432f2b188caad2f545bc524222a9f0deaba18,0x4759fa88da21baed6afc56e174abf3c0a3cc3bc98fbb44285d187df23e4a015e
1624,10026,0xcf9bb70b2f1accb846e8b0c665a1ab5d5d35ca05,0x1f0fd2690522bef60aee5675be591e4f0d39288ff9798a2eee4cf9ad4cde7de2
1526,10030,0xd7342b4aaf0ef300334caba5412692fd4e1e6165,0xb09afa0441ce87897e30a270ff71280f7f5dde8c2818715ab0ef0c8affa26202
1540,10010,0xd77900479ef30963f4b5aa7d752b15795192ee15,0xf10da4612db4836ab05164400f43287c440581af247393557375fa460222cce4
935,10017,0xd7855ba8a53951b064da7de0d07dae0eed248547,0xd1b7c1a0d973ba41f6b58157334646fe0434e71e1ebcf77e50ccc5f135f84c2b
1248,30006,0xd7ddf70125342f44e65ccbafae5135f2bb6526bb,0x949e8bc792fec7e0a281d28c9bcdc4b11b6e414ebb6b6783e7fa0ff47aaa3ca1
1700,10000,0xd9fbb755d859c8026aba1b64f71ce97ab594644d,0x6fc74ef0fb3574cf47a9fc2659dccb1016af8d0575460365f0a79e09139d1666
1271,10013,0xda65e2cf7d9625c6bf95b0216404ee1279870c52,0x622ae1e7076ea7bc76ede2bb4b4f337cb4ec8da08463a5954ad26e6c01a966b8
1273,10015,0xda65e2cf7d9625c6bf95b0216404ee1279870c52,0xef1d3fd7d5381fe11feb1cf7f70d3c9a7a314c00f6164c4e229203cc305ddfdd
1514,20042,0xdca0133f7902a199ff07b32ede0b7a03907053c2,0x3af218e99585b03b546441d1a3b8fa72e4d049c47efee1cb669be145d9102533
1515,20043,0xdca0133f7902a199ff07b32ede0b7a03907053c2,0xc9932821b379ff31f8a13c39340d276fc2be30a6559bd8334432d05bd2bca723
2028,10022,0xde5ba71a0d6c2bd74e52819a44689e40a883a954,0xddbb085ace828d8e85e78db0401b7a1f0c82ecb38e38dcabe3706a29ebd8dd25
1613,10015,0xdf4dd7f972926d7d82b8a3bb3feb5254c368045c,0x3b9de623cc4913592a277796a5cc7e899ff3bdd74442a86b8c464bbbdb84bd90
1855,10019,0xe33931ff58cfc8c828988e881f27a4b034eadd84,0xd2697b0bf3b569c551dfdde81a06adf325008934f307b8e46e53249541b9b83e
1222,10032,0xe38f6399508296b485cb05560c7a504f8c5725eb,0x15e4b821e49e908cb718b74035999a911b6b2a8061f70256de3c160274884f52
1491,10029,0xe3f892174190b3f0fa502eb84c8208c7c0998c50,0x6ac8b0c7dab702208a5d21263d138cc1bc6dba569c0009c3e38d2a5556033532
1492,10030,0xe3f892174190b3f0fa502eb84c8208c7c0998c50,0x547b662e258aab903780f3200639a1ed05f901cd0a8fd7f886b88c5413eef536
1493,10031,0xe3f892174190b3f0fa502eb84c8208c7c0998c50,0xe0e23c03316522eeecd043259e9cfb0a35224e8d54f5448dd54dd4cba143862b
1494,10032,0xe3f892174190b3f0fa502eb84c8208c7c0998c50,0x0058d70a5664a38ed5378c2331c125926f46370c8cd50e15467fce40682860d6
1495,10033,0xe3f892174190b3f0fa502eb84c8208c7c0998c50,0x4f181aa5e21c384f2c23dc443736927288733edb78e61629b51fa9ef21a0f22a
1874,10004,0xe5a3f1e72d1dfa5c361516ac2779e9602106fea6,0x5f6c056a8833723a584dc5b88671fc6609807b18d0e85ae287f457dd93d15821
1977,10005,0xe5b314fa02f366b136685ef322a91586ef2364de,0xd9e2f46c8598f6ff1e274a2041064a29987a5d6883dd17d60ed0f711204a0d07
932,10014,0xe5e58cf23a648dc2ba89355d76e04dc2869be98d,0x0b19d5b2e3a6b2c5dff83385f7081bcc68e4aef5a9497e78e7c63935d7c24ca2
2108,10000,0xe88663f5878dd0967c905ec8c7cc65d6d8e091e6,0x8146fc5998d90875464c04a8ad811ff4988473b0201e165ff5cdd6332b99cbc2
1470,10008,0xea459a5aa7e52f0493eda1faae0b862c51bf40b9,0xb5e881b26aae51b37f1abb58e8d8ffe350d8ca196a26af5d30942c3d265cf055
1719,10019,0xea459a5aa7e52f0493eda1faae0b862c51bf40b9,0xa3a7cdb62686a67c3880323020cdec8af909518248f30d671ea74f87efcb4f93
1392,10032,0xea459a5aa7e52f0493eda1faae0b862c51bf40b9,0x8ee34f53659ba960b12f372d805cc7380004c49540929b160294c1d8f3a13c5e
1776,10008,0xed2c2cdec695be3a4dc421c1a8a6756dc5a927b6,0x8b3df2f95f710168b8e0c3ad0a7046be8a5e1f056c96ca12339b34373017ff3d
1729,30004,0xed2c2cdec695be3a4dc421c1a8a6756dc5a927b6,0x558976051eb8c21bb7f8a87fcf602236ec3aa456f1334eb25c415966a19c0b79
1538,10008,0xedf562e5349807704875fc52355209568f86cfc6,0x1421600a94e75df68c422afc725d7b9aa9c83ffd0895193fa10c15fe33309e08
1666,10000,0xef8104c1f471c1995cb6f7276716e8b38dc1b9a7,0x6fdf12d9ee62a7cc6bd4a3575608826ac89d495c48733f1cf34c80a07e6cb291
1667,10001,0xef8104c1f471c1995cb6f7276716e8b38dc1b9a7,0xfa68b79b6eb0d7e88ba0a1743750990e702cce6facd1328ed91889d6234a2094
1665,10033,0xef8104c1f471c1995cb6f7276716e8b38dc1b9a7,0xf064f9e6f4c860f0fbded5b2f9b2f8687cb054f9ab9899ced23adf8075c3a087
1773,20045,0xf1e26c020a084e77a4931fee4c997a2b064566fc,0x356f563f0277c785c036b3fb9b17ff714be35869fb6fc1fd94a8fde93c2bb0b2
1845,10009,0xf22cfdd13bf9ab3d7d0e3d3b859fedd3ce08aa09,0x053ec10b75be5f363785dc4f03ce12027e03337559617cf9887277da4c38c712
979,20019,0xf2855ef7c734ec1f965915daafe668450e4b8212,0xc177fea068d3bb26d6108157f57a99ca1b577f4e66cb53b3807c3d14739b86df
1445,10017,0xf312216447aea92718bbd0b437175b1d239fe4b5,0xe0c91640d1ec878adc2ae246dfbc05298b2104043df29744238104eb83f4f82c
1496,10000,0xf38a506cd35da2b6c1cb30975d9bc22c531dc5a0,0x837fd675f81db1dfbd703d77e975f49e4da741e9f85dd78d9958f4b6c577c956
1497,10001,0xf38a506cd35da2b6c1cb30975d9bc22c531dc5a0,0x213186bafe8ac03b3c5204dd618d0c08f94035f7e98342be19feb94021235a53
1498,10002,0xf38a506cd35da2b6c1cb30975d9bc22c531dc5a0,0xf01f7561d08b6f378d63b29887deac664397dd2fbb4c8d35f49a7dff48536576
1499,10003,0xf38a506cd35da2b6c1cb30975d9bc22c531dc5a0,0xcf7381d911d4c2c6743a33fcd5e4466b3111e2050fb82bc97a17ad06fb8bc094
2004,10032,0xf486d56cce70c481b3455af901fcc4f03fee8107,0xbbebd3585fcf17ebb879dc6745409794027134a1b7547a3b7d90141a9be33f15
1716,20052,0xf5dcb2a47f738d8ba39f9fa2ddc7592f268a262a,0x86a739d90d1bc6fc5ac2c80b7701b0ee5f4db2677a5e36a047da07c47aff080a
1879,10009,0xf963837cf127d561c8e0c4691ebd5c2e4828c5ee,0xe96d4362427dfc1bd7b5ad188661878128ddcd926152da70fa50db077a57566c
1989,10017,0xfb325ee61cef82a6e360755aa2fc105d545b07fd,0x5b7ab93ba7c2c8d79669319ce8c104458cb3604b65b5c06e14c8838f79191a9b
2146,10004,0xfbb376d5ba941bdae7455d17cc8302159e19be02,0xbbd6f23ac6718ba4c4f6ef397810c0f62976c976502f1ad04227511e8c45c4f3
1788,10020,0xfc1f931ab692f366b65ef42a6cd0d8d65e40f841,0xa0b04ebd24434e36c8f77757d5106dfe6a3e4fe64096445a91a011740864b76d
2147,30008,0xfdb01e4cc9ad0ae0206558a07f5190172c335aa2,0xb6f75c415efe1ae2f0b1d8b1bcf2717b38f3cd139bef6b9af74c531a375adc7c
